flag_id,date,category,severity,action,reviewer_id,resolution_hrs,ml_score,coordinated_flag,attack_id
F023078,2024-02-21,spam,medium,downrank,REV010,67.0,0.7739,False,
F023079,2024-02-21,spam,low,downrank,REV004,39.5,0.9056,False,
F023080,2024-02-21,spam,high,auto_block,REV002,2.3,0.7512,False,
F023081,2024-02-21,spam,low,downrank,REV002,133.5,0.8298,False,
F023082,2024-02-21,spam,medium,human_review,REV006,20.9,0.786,False,
F023083,2024-02-21,spam,medium,downrank,REV008,20.8,0.8238,False,
F023084,2024-02-21,spam,critical,auto_block,REV002,1.8,0.8423,False,
F023085,2024-02-21,spam,medium,human_review,REV014,6.8,0.8877,False,
F023086,2024-02-21,spam,low,downrank,REV009,0.7,0.8444,False,
F023087,2024-02-21,spam,low,allow,REV004,31.1,0.8967,False,
F023088,2024-02-21,spam,high,auto_block,REV001,9.5,0.856,False,
F023089,2024-02-21,spam,low,allow,REV013,22.9,0.7906,False,
F023090,2024-02-21,spam,medium,human_review,REV006,1.4,0.8014,False,
F023091,2024-02-21,spam,medium,human_review,REV018,5.2,0.8419,False,
F023092,2024-02-21,spam,low,allow,REV007,61.2,0.8192,False,
F023093,2024-02-21,spam,medium,human_review,REV018,9.7,0.8189,False,
F023094,2024-02-21,spam,low,downrank,REV015,17.9,0.9175,False,
F023095,2024-02-21,spam,high,auto_block,REV020,48.7,0.8131,False,
F023096,2024-02-21,spam,low,allow,REV003,18.8,0.8403,False,
F023097,2024-02-21,spam,medium,human_review,REV016,5.1,0.8893,False,
F023098,2024-02-21,spam,low,allow,REV018,120.2,0.7371,False,
F023099,2024-02-21,spam,high,human_review,REV014,1.7,0.7902,False,
F023100,2024-02-21,spam,low,allow,REV009,65.8,0.8684,False,
F023101,2024-02-21,spam,medium,downrank,REV013,2.3,0.7965,False,
F023102,2024-02-21,spam,high,human_review,REV002,6.0,0.7603,False,
F023103,2024-02-21,spam,medium,downrank,REV003,17.0,0.7745,False,
F023104,2024-02-21,spam,medium,downrank,REV019,88.8,0.7842,False,
F023105,2024-02-21,spam,medium,human_review,REV008,7.6,0.7756,False,
F023106,2024-02-21,spam,low,allow,REV009,4.4,0.7722,False,
F023107,2024-02-21,spam,medium,human_review,REV020,8.1,0.7916,False,
F023108,2024-02-21,spam,high,auto_block,REV015,21.7,0.8526,False,
F023109,2024-02-21,spam,low,downrank,REV018,18.8,0.7664,False,
F023110,2024-02-21,spam,high,auto_block,REV004,32.8,0.7567,False,
F023111,2024-02-21,spam,medium,human_review,REV015,27.4,0.7784,False,
F023112,2024-02-21,sexual_content,low,downrank,REV020,100.4,0.8403,False,
F023113,2024-02-21,sexual_content,low,allow,REV012,31.8,0.8495,False,
F023114,2024-02-21,sexual_content,low,allow,REV007,141.6,0.7771,False,
F023115,2024-02-21,sexual_content,medium,human_review,REV007,8.0,0.8639,False,
F023116,2024-02-21,sexual_content,critical,auto_block,REV002,15.4,0.8226,False,
F023117,2024-02-21,sexual_content,medium,downrank,REV017,15.2,0.7794,False,
F023118,2024-02-21,sexual_content,medium,downrank,REV017,0.8,0.7627,False,
F023119,2024-02-21,sexual_content,medium,human_review,REV002,30.9,0.7942,False,
F023120,2024-02-21,sexual_content,medium,human_review,REV017,41.8,0.7408,False,
F023121,2024-02-21,sexual_content,high,auto_block,REV010,1.6,0.8863,False,
F023122,2024-02-21,sexual_content,critical,auto_block,REV006,18.2,0.8266,False,
F023123,2024-02-21,sexual_content,critical,auto_block,REV014,13.3,0.9072,False,
F023124,2024-02-21,sexual_content,low,downrank,REV020,40.9,0.8365,False,
F023125,2024-02-21,sexual_content,low,downrank,REV017,15.1,0.8316,False,
F023126,2024-02-21,sexual_content,critical,auto_block,REV004,15.2,0.8337,False,
F023127,2024-02-21,sexual_content,low,downrank,REV019,39.2,0.7739,False,
F023128,2024-02-21,sexual_content,low,downrank,REV017,51.7,0.7701,False,
F023129,2024-02-21,sexual_content,high,human_review,REV019,20.3,0.8206,False,
F023130,2024-02-21,sexual_content,low,downrank,REV004,1.9,0.7237,False,
F023131,2024-02-21,sexual_content,medium,human_review,REV004,13.5,0.813,False,
F023132,2024-02-21,sexual_content,medium,human_review,REV014,14.9,0.8034,False,
F023133,2024-02-21,sexual_content,high,auto_block,REV011,16.2,0.8502,False,
F023134,2024-02-21,sexual_content,high,human_review,REV017,1.1,0.8027,False,
F023135,2024-02-21,sexual_content,medium,human_review,REV010,50.9,0.8719,False,
F023136,2024-02-21,sexual_content,medium,downrank,REV011,37.5,0.7927,False,
F023137,2024-02-21,self_harm,low,allow,REV008,55.5,0.7381,False,
F023138,2024-02-21,self_harm,low,downrank,REV016,54.6,0.847,False,
F023139,2024-02-21,self_harm,high,human_review,REV019,13.9,0.7678,False,
F023140,2024-02-21,self_harm,high,human_review,REV012,23.7,0.719,False,
F023141,2024-02-21,self_harm,critical,auto_block,REV018,2.7,0.7684,False,
F023142,2024-02-21,self_harm,high,human_review,REV003,20.8,0.8209,False,
F023143,2024-02-21,self_harm,low,allow,REV015,60.0,0.8034,False,
F023144,2024-02-21,self_harm,critical,auto_block,REV007,19.6,0.7827,False,
F023145,2024-02-21,self_harm,medium,human_review,REV015,11.8,0.7824,False,
F023146,2024-02-21,self_harm,low,downrank,REV016,16.7,0.8116,False,
F023147,2024-02-21,self_harm,medium,downrank,REV015,18.1,0.8072,False,
F023148,2024-02-21,self_harm,high,auto_block,REV005,18.4,0.8587,False,
F023149,2024-02-21,self_harm,high,auto_block,REV009,8.0,0.8146,False,
F023150,2024-02-21,self_harm,low,allow,REV014,52.4,0.7748,False,
F023151,2024-02-21,self_harm,medium,human_review,REV003,9.5,0.7551,False,
F023152,2024-02-21,self_harm,low,allow,REV010,17.9,0.7632,False,
F023153,2024-02-21,self_harm,low,allow,REV020,93.7,0.8215,False,
F023154,2024-02-21,self_harm,low,allow,REV015,57.5,0.7544,False,
F023155,2024-02-21,self_harm,high,auto_block,REV011,62.3,0.8252,False,
F023156,2024-02-21,self_harm,medium,human_review,REV014,21.4,0.8239,False,
F023157,2024-02-21,self_harm,low,allow,REV006,139.9,0.7652,False,
F023158,2024-02-21,self_harm,medium,downrank,REV003,14.4,0.8622,False,
F023159,2024-02-21,self_harm,medium,downrank,REV008,4.8,0.8028,False,
F023160,2024-02-21,self_harm,medium,downrank,REV001,10.8,0.7469,False,
F023161,2024-02-21,self_harm,low,downrank,REV006,1.5,0.7592,False,
F023162,2024-02-21,self_harm,low,allow,REV018,69.6,0.7643,False,
F023163,2024-02-21,self_harm,low,allow,REV017,37.5,0.8695,False,
F023164,2024-02-21,self_harm,low,downrank,REV001,0.2,0.7444,False,
F023165,2024-02-21,self_harm,low,allow,REV008,55.7,0.8377,False,
F023166,2024-02-21,self_harm,low,downrank,REV014,57.3,0.8085,False,
F023167,2024-02-21,self_harm,low,allow,REV017,89.6,0.814,False,
F023168,2024-02-21,self_harm,low,downrank,REV013,0.7,0.8419,False,
F023169,2024-02-21,self_harm,low,allow,REV002,164.9,0.8135,False,
F023170,2024-02-21,fraud,low,downrank,REV020,15.3,0.7861,False,
F023171,2024-02-21,fraud,high,auto_block,REV016,7.7,0.7195,False,
F023172,2024-02-21,fraud,low,allow,REV017,20.8,0.75,False,
F023173,2024-02-21,fraud,medium,human_review,REV017,22.1,0.8336,False,
F023174,2024-02-21,fraud,low,allow,REV003,4.1,0.8094,False,
F023175,2024-02-21,fraud,low,allow,REV016,2.0,0.8736,False,
F023176,2024-02-21,fraud,low,downrank,REV012,13.0,0.8029,False,
F023177,2024-02-21,fraud,high,human_review,REV019,15.2,0.7675,False,
F023178,2024-02-21,fraud,low,downrank,REV017,75.3,0.8614,False,
F023179,2024-02-21,fraud,low,allow,REV010,22.3,0.796,False,
F023180,2024-02-21,fraud,low,downrank,REV019,50.6,0.8373,False,
F023181,2024-02-21,fraud,medium,human_review,REV001,4.5,0.8626,False,
F023182,2024-02-21,fraud,high,auto_block,REV006,0.3,0.7937,False,
F023183,2024-02-21,fraud,medium,human_review,REV006,2.0,0.8011,False,
F023184,2024-02-21,fraud,low,downrank,REV011,5.4,0.7124,False,
F023185,2024-02-21,fraud,low,allow,REV020,14.9,0.7479,False,
F023186,2024-02-21,fraud,medium,human_review,REV013,12.5,0.8669,False,
F023187,2024-02-21,fraud,low,downrank,REV017,21.8,0.8562,False,
F023188,2024-02-21,fraud,low,allow,REV008,158.9,0.7491,False,
F023189,2024-02-21,fraud,medium,downrank,REV018,3.5,0.8718,False,
F023190,2024-02-21,fraud,critical,auto_block,REV001,9.4,0.8669,False,
F023191,2024-02-21,fraud,medium,downrank,REV006,0.1,0.7692,False,
F023192,2024-02-21,fraud,high,human_review,REV012,2.6,0.7995,False,
F023193,2024-02-21,fraud,medium,downrank,REV007,5.9,0.8326,False,
F023194,2024-02-21,fraud,medium,human_review,REV018,6.0,0.8633,False,
F023195,2024-02-21,fraud,high,human_review,REV005,4.5,0.8227,False,
F023196,2024-02-21,fraud,medium,downrank,REV020,86.4,0.8167,False,
F023197,2024-02-21,fraud,low,allow,REV019,107.5,0.848,False,
F023198,2024-02-21,fraud,medium,human_review,REV003,21.9,0.8794,False,
F023199,2024-02-21,fraud,high,human_review,REV017,7.7,0.8715,False,
F023200,2024-02-21,fraud,low,downrank,REV017,51.5,0.823,False,
F023201,2024-02-21,fraud,low,allow,REV008,23.3,0.7232,False,
F023202,2024-02-21,fraud,critical,auto_block,REV012,3.6,0.8064,False,
F023203,2024-02-21,fraud,low,allow,REV002,70.8,0.8882,False,
F023204,2024-02-21,fraud,low,downrank,REV003,12.1,0.7988,False,
F023205,2024-02-21,fraud,critical,auto_block,REV007,1.6,0.8702,False,
F023206,2024-02-21,fraud,medium,human_review,REV001,14.3,0.7579,False,
F023207,2024-02-21,fraud,medium,human_review,REV005,16.2,0.8985,False,
F023208,2024-02-21,fraud,critical,auto_block,REV006,2.8,0.7626,False,
F023209,2024-02-21,fraud,low,allow,REV009,20.9,0.7483,False,
F023210,2024-02-21,fraud,low,downrank,REV017,158.6,0.8267,False,
F023211,2024-02-22,harassment,medium,downrank,REV001,43.4,0.8278,False,
F023212,2024-02-22,harassment,medium,human_review,REV011,16.2,0.8324,False,
F023213,2024-02-22,harassment,low,downrank,REV017,41.1,0.7922,False,
F023214,2024-02-22,harassment,medium,human_review,REV008,88.8,0.7851,False,
F023215,2024-02-22,harassment,low,downrank,REV003,134.0,0.7974,False,
F023216,2024-02-22,harassment,medium,human_review,REV013,161.1,0.7795,False,
F023217,2024-02-22,harassment,medium,downrank,REV012,4.4,0.7323,False,
F023218,2024-02-22,harassment,low,allow,REV009,55.7,0.8532,False,
F023219,2024-02-22,harassment,low,allow,REV020,31.5,0.8515,False,
F023220,2024-02-22,harassment,critical,human_review,REV018,4.6,0.781,False,
F023221,2024-02-22,harassment,high,human_review,REV014,12.0,0.8292,False,
F023222,2024-02-22,harassment,low,allow,REV015,24.6,0.7504,False,
F023223,2024-02-22,harassment,low,downrank,REV007,27.2,0.8157,False,
F023224,2024-02-22,harassment,low,allow,REV004,114.1,0.777,False,
F023225,2024-02-22,harassment,medium,human_review,REV009,5.6,0.8529,False,
F023226,2024-02-22,harassment,low,allow,REV001,21.9,0.8566,False,
F023227,2024-02-22,harassment,high,auto_block,REV014,0.7,0.7336,False,
F023228,2024-02-22,harassment,low,downrank,REV019,34.1,0.9306,False,
F023229,2024-02-22,harassment,low,allow,REV006,122.6,0.7397,False,
F023230,2024-02-22,harassment,medium,downrank,REV006,7.1,0.9199,False,
F023231,2024-02-22,harassment,medium,downrank,REV003,35.5,0.7613,False,
F023232,2024-02-22,harassment,high,human_review,REV004,17.6,0.7855,False,
F023233,2024-02-22,harassment,low,downrank,REV001,8.8,0.8195,False,
F023234,2024-02-22,harassment,high,human_review,REV004,38.0,0.786,False,
F023235,2024-02-22,harassment,low,allow,REV008,37.3,0.8854,False,
F023236,2024-02-22,harassment,low,allow,REV017,30.0,0.8255,False,
F023237,2024-02-22,harassment,low,downrank,REV017,97.5,0.7683,False,
F023238,2024-02-22,harassment,high,auto_block,REV006,16.2,0.7954,False,
F023239,2024-02-22,harassment,low,downrank,REV015,89.3,0.8326,False,
F023240,2024-02-22,harassment,low,allow,REV018,42.6,0.8691,False,
F023241,2024-02-22,harassment,high,auto_block,REV009,11.5,0.8857,False,
F023242,2024-02-22,harassment,medium,downrank,REV020,9.9,0.8736,False,
F023243,2024-02-22,harassment,critical,auto_block,REV011,1.7,0.8053,False,
F023244,2024-02-22,harassment,low,downrank,REV005,10.2,0.8312,False,
F023245,2024-02-22,harassment,low,allow,REV016,5.7,0.7274,False,
F023246,2024-02-22,harassment,low,allow,REV009,47.0,0.8206,False,
F023247,2024-02-22,harassment,medium,human_review,REV018,57.8,0.8772,False,
F023248,2024-02-22,harassment,medium,downrank,REV008,12.7,0.7896,False,
F023249,2024-02-22,harassment,medium,human_review,REV008,23.8,0.8199,False,
F023250,2024-02-22,harassment,medium,human_review,REV020,13.1,0.7705,False,
F023251,2024-02-22,harassment,low,allow,REV007,80.1,0.8209,False,
F023252,2024-02-22,harassment,low,allow,REV020,31.0,0.7597,False,
F023253,2024-02-22,harassment,low,allow,REV004,0.3,0.7708,False,
F023254,2024-02-22,harassment,low,allow,REV020,17.7,0.8358,False,
F023255,2024-02-22,harassment,medium,human_review,REV010,9.0,0.7387,False,
F023256,2024-02-22,harassment,low,allow,REV014,64.3,0.8466,False,
F023257,2024-02-22,harassment,medium,human_review,REV020,12.4,0.8345,False,
F023258,2024-02-22,harassment,medium,downrank,REV009,14.8,0.7894,False,
F023259,2024-02-22,harassment,medium,human_review,REV004,0.9,0.7999,False,
F023260,2024-02-22,harassment,low,downrank,REV020,51.4,0.7493,False,
F023261,2024-02-22,harassment,low,allow,REV008,173.9,0.8306,False,
F023262,2024-02-22,harassment,medium,downrank,REV001,10.1,0.741,False,
F023263,2024-02-22,harassment,high,human_review,REV018,1.3,0.8553,False,
F023264,2024-02-22,harassment,medium,downrank,REV019,2.7,0.8656,False,
F023265,2024-02-22,harassment,medium,human_review,REV016,35.6,0.7731,False,
F023266,2024-02-22,harassment,low,allow,REV013,85.0,0.8672,False,
F023267,2024-02-22,harassment,low,downrank,REV007,12.5,0.8239,False,
F023268,2024-02-22,harassment,medium,human_review,REV020,6.5,0.7552,False,
F023269,2024-02-22,harassment,low,allow,REV019,25.1,0.8742,False,
F023270,2024-02-22,harassment,medium,human_review,REV017,9.8,0.7651,False,
F023271,2024-02-22,harassment,high,human_review,REV014,14.5,0.7596,False,
F023272,2024-02-22,harassment,high,auto_block,REV009,13.1,0.8343,False,
F023273,2024-02-22,harassment,low,downrank,REV012,205.4,0.7364,False,
F023274,2024-02-22,harassment,critical,auto_block,REV003,50.0,0.8697,False,
F023275,2024-02-22,harassment,medium,human_review,REV010,18.0,0.8359,False,
F023276,2024-02-22,harassment,high,auto_block,REV001,8.2,0.7615,False,
F023277,2024-02-22,harassment,medium,human_review,REV003,42.3,0.7445,False,
F023278,2024-02-22,harassment,low,downrank,REV012,140.1,0.8003,False,
F023279,2024-02-22,harassment,medium,human_review,REV015,27.9,0.8268,False,
F023280,2024-02-22,harassment,medium,downrank,REV004,14.5,0.7975,False,
F023281,2024-02-22,harassment,medium,downrank,REV013,17.6,0.8473,False,
F023282,2024-02-22,harassment,low,allow,REV018,1.6,0.8561,False,
F023283,2024-02-22,harassment,medium,downrank,REV016,57.3,0.9218,False,
F023284,2024-02-22,harassment,high,auto_block,REV014,4.5,0.7122,False,
F023285,2024-02-22,harassment,low,downrank,REV006,58.9,0.8046,False,
F023286,2024-02-22,harassment,low,allow,REV020,23.8,0.7726,False,
F023287,2024-02-22,harassment,low,downrank,REV020,6.7,0.8164,False,
F023288,2024-02-22,harassment,high,auto_block,REV004,4.2,0.8639,False,
F023289,2024-02-22,harassment,medium,downrank,REV010,14.4,0.8339,False,
F023290,2024-02-22,harassment,high,auto_block,REV017,17.9,0.8434,False,
F023291,2024-02-22,harassment,high,auto_block,REV011,10.1,0.7944,False,
F023292,2024-02-22,harassment,high,human_review,REV012,27.4,0.8546,False,
F023293,2024-02-22,harassment,medium,human_review,REV012,9.7,0.8202,False,
F023294,2024-02-22,harassment,medium,downrank,REV003,16.7,0.8127,False,
F023295,2024-02-22,harassment,medium,human_review,REV013,28.1,0.7812,False,
F023296,2024-02-22,harassment,low,allow,REV014,102.8,0.8021,False,
F023297,2024-02-22,harassment,low,allow,REV010,25.0,0.7473,False,
F023298,2024-02-22,harassment,low,allow,REV007,120.9,0.8253,False,
F023299,2024-02-22,harassment,low,downrank,REV012,241.9,0.8467,False,
F023300,2024-02-22,harassment,medium,downrank,REV017,22.9,0.7447,False,
F023301,2024-02-22,harassment,high,human_review,REV007,21.2,0.8399,False,
F023302,2024-02-22,harassment,medium,human_review,REV013,10.9,0.7819,False,
F023303,2024-02-22,harassment,low,downrank,REV007,1.8,0.8491,False,
F023304,2024-02-22,harassment,low,allow,REV004,36.5,0.869,False,
F023305,2024-02-22,harassment,medium,human_review,REV012,76.2,0.8487,False,
F023306,2024-02-22,harassment,medium,human_review,REV003,7.5,0.8377,False,
F023307,2024-02-22,harassment,low,allow,REV008,0.5,0.7748,False,
F023308,2024-02-22,harassment,low,allow,REV018,27.2,0.8244,False,
F023309,2024-02-22,harassment,low,allow,REV015,6.0,0.885,False,
F023310,2024-02-22,harassment,high,auto_block,REV016,27.6,0.8636,False,
F023311,2024-02-22,harassment,medium,human_review,REV006,6.2,0.8531,False,
F023312,2024-02-22,harassment,high,human_review,REV016,27.4,0.8425,False,
F023313,2024-02-22,harassment,high,auto_block,REV002,37.6,0.7617,False,
F023314,2024-02-22,harassment,high,auto_block,REV013,2.6,0.7974,False,
F023315,2024-02-22,harassment,high,auto_block,REV016,18.1,0.8664,False,
F023316,2024-02-22,harassment,low,allow,REV020,55.9,0.835,False,
F023317,2024-02-22,harassment,high,human_review,REV019,13.8,0.7842,False,
F023318,2024-02-22,harassment,medium,downrank,REV006,25.9,0.781,False,
F023319,2024-02-22,harassment,low,allow,REV019,152.4,0.7589,False,
F023320,2024-02-22,harassment,medium,downrank,REV017,21.5,0.7425,False,
F023321,2024-02-22,harassment,low,allow,REV009,163.3,0.7819,False,
F023322,2024-02-22,harassment,high,human_review,REV013,26.7,0.8022,False,
F023323,2024-02-22,harassment,medium,human_review,REV007,17.0,0.8777,False,
F023324,2024-02-22,harassment,high,auto_block,REV002,14.9,0.9067,False,
F023325,2024-02-22,harassment,low,downrank,REV011,8.6,0.7667,False,
F023326,2024-02-22,harassment,low,downrank,REV004,12.2,0.7665,False,
F023327,2024-02-22,harassment,low,allow,REV012,162.1,0.8573,False,
F023328,2024-02-22,harassment,low,downrank,REV007,70.9,0.7168,False,
F023329,2024-02-22,harassment,medium,downrank,REV015,110.7,0.7628,False,
F023330,2024-02-22,harassment,medium,human_review,REV001,5.0,0.8214,False,
F023331,2024-02-22,harassment,low,allow,REV004,12.0,0.8084,False,
F023332,2024-02-22,harassment,high,human_review,REV011,15.6,0.844,False,
F023333,2024-02-22,harassment,low,allow,REV019,0.5,0.7879,False,
F023334,2024-02-22,harassment,low,downrank,REV014,16.2,0.9203,False,
F023335,2024-02-22,harassment,low,downrank,REV016,19.7,0.794,False,
F023336,2024-02-22,harassment,high,human_review,REV019,7.8,0.7658,False,
F023337,2024-02-22,harassment,high,human_review,REV002,2.4,0.8283,False,
F023338,2024-02-22,harassment,low,downrank,REV004,56.5,0.8123,False,
F023339,2024-02-22,harassment,low,allow,REV006,19.0,0.7947,False,
F023340,2024-02-22,harassment,medium,human_review,REV012,39.7,0.8648,False,
F023341,2024-02-22,harassment,medium,human_review,REV008,6.5,0.7923,False,
F023342,2024-02-22,harassment,low,allow,REV002,120.6,0.8624,False,
F023343,2024-02-22,harassment,low,allow,REV007,5.9,0.8683,False,
F023344,2024-02-22,harassment,medium,human_review,REV002,31.9,0.9014,False,
F023345,2024-02-22,harassment,medium,human_review,REV004,35.4,0.799,False,
F023346,2024-02-22,harassment,low,allow,REV002,11.2,0.7001,False,
F023347,2024-02-22,harassment,medium,human_review,REV013,0.3,0.8104,False,
F023348,2024-02-22,harassment,critical,auto_block,REV020,4.5,0.8313,False,
F023349,2024-02-22,harassment,low,allow,REV012,15.9,0.8257,False,
F023350,2024-02-22,harassment,medium,downrank,REV014,96.0,0.8608,False,
F023351,2024-02-22,harassment,medium,downrank,REV012,19.5,0.7781,False,
F023352,2024-02-22,harassment,medium,downrank,REV019,4.7,0.7278,False,
F023353,2024-02-22,harassment,medium,downrank,REV002,7.8,0.7805,False,
F023354,2024-02-22,harassment,low,allow,REV001,8.7,0.7793,False,
F023355,2024-02-22,harassment,low,allow,REV011,42.9,0.8746,False,
F023356,2024-02-22,harassment,medium,downrank,REV007,42.7,0.8842,False,
F023357,2024-02-22,harassment,medium,human_review,REV004,24.8,0.7511,False,
F023358,2024-02-22,harassment,low,allow,REV008,18.7,0.7951,False,
F023359,2024-02-22,harassment,high,auto_block,REV019,29.4,0.9,False,
F023360,2024-02-22,harassment,high,human_review,REV003,20.6,0.8015,False,
F023361,2024-02-22,harassment,medium,human_review,REV018,8.4,0.7895,False,
F023362,2024-02-22,harassment,medium,human_review,REV017,22.9,0.7351,False,
F023363,2024-02-22,harassment,low,downrank,REV011,97.6,0.8328,False,
F023364,2024-02-22,harassment,medium,human_review,REV017,46.1,0.8329,False,
F023365,2024-02-22,harassment,low,allow,REV005,2.0,0.7961,False,
F023366,2024-02-22,harassment,medium,downrank,REV015,119.6,0.7906,False,
F023367,2024-02-22,harassment,low,allow,REV012,11.0,0.8083,False,
F023368,2024-02-22,harassment,medium,downrank,REV019,31.3,0.8174,False,
F023369,2024-02-22,harassment,medium,downrank,REV008,20.4,0.7614,False,
F023370,2024-02-22,harassment,low,allow,REV018,25.5,0.8103,False,
F023371,2024-02-22,harassment,high,auto_block,REV013,10.4,0.836,False,
F023372,2024-02-22,harassment,medium,human_review,REV019,55.8,0.7807,False,
F023373,2024-02-22,harassment,high,auto_block,REV020,3.3,0.7715,False,
F023374,2024-02-22,harassment,low,allow,REV009,97.7,0.8562,False,
F023375,2024-02-22,harassment,low,allow,REV001,118.8,0.6905,False,
F023376,2024-02-22,harassment,high,auto_block,REV008,1.7,0.8352,False,
F023377,2024-02-22,harassment,low,allow,REV003,0.5,0.7732,False,
F023378,2024-02-22,harassment,medium,downrank,REV008,3.9,0.7714,False,
F023379,2024-02-22,harassment,high,human_review,REV013,6.9,0.8578,False,
F023380,2024-02-22,harassment,low,allow,REV001,3.3,0.8045,False,
F023381,2024-02-22,harassment,critical,human_review,REV010,4.7,0.7786,False,
F023382,2024-02-22,harassment,high,auto_block,REV016,19.7,0.8356,False,
F023383,2024-02-22,harassment,medium,human_review,REV017,31.4,0.8213,False,
F023384,2024-02-22,harassment,medium,human_review,REV011,14.2,0.7653,False,
F023385,2024-02-22,harassment,medium,human_review,REV014,37.3,0.76,False,
F023386,2024-02-22,harassment,low,allow,REV014,2.0,0.7721,False,
F023387,2024-02-22,harassment,medium,downrank,REV009,28.4,0.8373,False,
F023388,2024-02-22,harassment,medium,downrank,REV004,9.1,0.8672,False,
F023389,2024-02-22,harassment,low,allow,REV018,15.4,0.7822,False,
F023390,2024-02-22,harassment,low,allow,REV009,64.0,0.8185,False,
F023391,2024-02-22,harassment,medium,human_review,REV002,25.7,0.7991,False,
F023392,2024-02-22,harassment,low,allow,REV008,53.5,0.8907,False,
F023393,2024-02-22,harassment,medium,downrank,REV008,58.7,0.8673,False,
F023394,2024-02-22,harassment,medium,downrank,REV004,13.9,0.8496,False,
F023395,2024-02-22,harassment,low,downrank,REV001,22.6,0.7777,False,
F023396,2024-02-22,harassment,medium,downrank,REV016,15.4,0.8162,False,
F023397,2024-02-22,harassment,low,downrank,REV014,41.6,0.7819,False,
F023398,2024-02-22,harassment,low,allow,REV003,8.6,0.7566,False,
F023399,2024-02-22,hate_speech,low,downrank,REV008,23.8,0.8161,False,
F023400,2024-02-22,hate_speech,low,allow,REV010,0.3,0.8082,False,
F023401,2024-02-22,hate_speech,high,auto_block,REV006,11.0,0.8182,False,
F023402,2024-02-22,hate_speech,low,allow,REV014,91.7,0.7622,False,
F023403,2024-02-22,hate_speech,low,allow,REV017,9.2,0.8411,False,
F023404,2024-02-22,hate_speech,medium,human_review,REV004,11.6,0.7941,False,
F023405,2024-02-22,hate_speech,medium,downrank,REV012,19.7,0.7884,False,
F023406,2024-02-22,hate_speech,medium,human_review,REV005,9.5,0.8267,False,
F023407,2024-02-22,hate_speech,low,downrank,REV015,10.9,0.7664,False,
F023408,2024-02-22,hate_speech,low,allow,REV002,10.5,0.8738,False,
F023409,2024-02-22,hate_speech,low,downrank,REV020,9.1,0.7762,False,
F023410,2024-02-22,hate_speech,medium,human_review,REV001,31.7,0.8252,False,
F023411,2024-02-22,hate_speech,medium,human_review,REV003,15.4,0.7997,False,
F023412,2024-02-22,hate_speech,low,allow,REV003,11.4,0.7885,False,
F023413,2024-02-22,hate_speech,medium,downrank,REV002,1.5,0.78,False,
F023414,2024-02-22,hate_speech,medium,downrank,REV019,21.1,0.85,False,
F023415,2024-02-22,hate_speech,low,allow,REV002,118.0,0.8429,False,
F023416,2024-02-22,hate_speech,medium,human_review,REV005,55.1,0.8379,False,
F023417,2024-02-22,hate_speech,medium,human_review,REV006,50.3,0.8379,False,
F023418,2024-02-22,hate_speech,high,auto_block,REV001,6.9,0.8448,False,
F023419,2024-02-22,hate_speech,high,human_review,REV013,69.3,0.7942,False,
F023420,2024-02-22,hate_speech,medium,human_review,REV009,6.1,0.822,False,
F023421,2024-02-22,hate_speech,high,auto_block,REV013,17.0,0.7818,False,
F023422,2024-02-22,hate_speech,medium,human_review,REV016,6.0,0.7488,False,
F023423,2024-02-22,hate_speech,medium,human_review,REV018,16.7,0.7774,False,
F023424,2024-02-22,hate_speech,low,downrank,REV011,72.9,0.8257,False,
F023425,2024-02-22,hate_speech,low,downrank,REV009,52.8,0.8119,False,
F023426,2024-02-22,hate_speech,critical,auto_block,REV007,9.2,0.7973,False,
F023427,2024-02-22,hate_speech,low,downrank,REV007,37.8,0.7823,False,
F023428,2024-02-22,hate_speech,medium,human_review,REV011,9.4,0.7886,False,
F023429,2024-02-22,hate_speech,high,human_review,REV015,11.1,0.8698,False,
F023430,2024-02-22,hate_speech,low,allow,REV010,38.7,0.778,False,
F023431,2024-02-22,hate_speech,high,auto_block,REV018,4.9,0.8389,False,
F023432,2024-02-22,hate_speech,low,downrank,REV008,11.6,0.8397,False,
F023433,2024-02-22,hate_speech,medium,human_review,REV006,59.2,0.7738,False,
F023434,2024-02-22,hate_speech,low,downrank,REV014,2.4,0.8696,False,
F023435,2024-02-22,hate_speech,low,allow,REV007,0.8,0.8047,False,
F023436,2024-02-22,hate_speech,low,allow,REV016,3.5,0.8631,False,
F023437,2024-02-22,hate_speech,medium,downrank,REV017,5.2,0.8045,False,
F023438,2024-02-22,hate_speech,medium,human_review,REV012,21.2,0.7914,False,
F023439,2024-02-22,hate_speech,critical,auto_block,REV007,12.3,0.845,False,
F023440,2024-02-22,hate_speech,medium,downrank,REV017,10.0,0.8079,False,
F023441,2024-02-22,hate_speech,medium,downrank,REV007,46.8,0.7835,False,
F023442,2024-02-22,hate_speech,medium,downrank,REV002,5.9,0.7873,False,
F023443,2024-02-22,hate_speech,low,downrank,REV017,22.7,0.8543,False,
F023444,2024-02-22,hate_speech,high,auto_block,REV004,53.7,0.9177,False,
F023445,2024-02-22,hate_speech,medium,human_review,REV013,43.3,0.8523,False,
F023446,2024-02-22,hate_speech,low,allow,REV017,93.6,0.8567,False,
F023447,2024-02-22,hate_speech,medium,human_review,REV001,5.8,0.8976,False,
